Group,Sub-Group,Language,State,Number of Speakers,Margin of Error,"Speak English less than ""Very Well""",Margin of Error,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Catalonian,Wisconsin,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Romanian,Wisconsin,710,204,170,98,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Welsh,Wisconsin,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Irish Gaelic,Wisconsin,240,99,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Albanian,Wisconsin,2625,629,1460,441,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Lithuanian,Wisconsin,380,118,160,78,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Latvian,Wisconsin,555,135,80,37,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pashto,Wisconsin,65,72,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Kurdish,Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Chinese,Wisconsin,12130,974,6345,767,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Hakka,Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)","..Kan, Hsiang",Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Cantonese,Wisconsin,770,260,420,200,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Mandarin,Wisconsin,1685,363,840,271,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Formosan,Wisconsin,220,103,115,76,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Japanese,.Japanese,Wisconsin,1937,351,626,166,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Korean,.Korean,Wisconsin,4467,603,2439,412,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Mon-Khmer, Cambodian",".Mon-Khmer, Cambodian",Wisconsin,822,359,375,251,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Hmong,.Hmong,Wisconsin,40985,1758,16174,1094,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Thai,.Thai,Wisconsin,859,219,438,152,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Laotian,.Laotian,Wisconsin,4733,1025,2194,478,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Vietnamese,.Vietnamese,Wisconsin,3688,664,1873,407,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Turkish,Wisconsin,940,286,330,147,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Mongolian,Wisconsin,65,61,35,41,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Dravidian,Wisconsin,45,46,35,44,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Telugu,Wisconsin,2615,502,460,228,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kannada,Wisconsin,515,210,125,95,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Malayalam,Wisconsin,810,324,130,90,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tamil,Wisconsin,1910,457,295,154,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tibetan,Wisconsin,620,306,370,204,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Burmese,Wisconsin,660,301,520,276,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Karen,Wisconsin,340,176,260,137,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Mien,Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Tagalog,.Tagalog,Wisconsin,4866,596,1338,285,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Indonesian,Wisconsin,135,77,75,47,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Malagasy,Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Malay,Wisconsin,170,87,100,70,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Bisayan,Wisconsin,135,111,60,39,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Sebuano,Wisconsin,195,114,105,71,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Ilocano,Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Chamorro,Wisconsin,125,66,60,50,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Marshallese,Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Palau,Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Trukese,Wisconsin,15,17,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Melanesian,Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Polynesian,Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Samoan,Wisconsin,100,104,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Tongan,Wisconsin,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Maori,Wisconsin,4,11,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Hawaiian,Wisconsin,85,56,NA,NA,,,,
ALL OTHER LANGUAGES,.Navajo,.Navajo,Wisconsin,113,72,10,11,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Inupik,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Algonquian,Wisconsin,180,252,145,211,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Blackfoot,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Cree,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Delaware,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Menomini,Wisconsin,200,112,45,33,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..French Cree,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Ojibwa,Wisconsin,1405,219,75,34,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Ottawa,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Potawatomi,Wisconsin,230,110,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Shawnee,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Haida,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Kuchin,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Apache,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Crow,Wisconsin,10,10,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Dakota,Wisconsin,135,67,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Winnebago,Wisconsin,1225,241,140,59,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Choctaw,Wisconsin,85,60,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Muskogee,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Iroquois,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Oneida,Wisconsin,590,188,60,57,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Cherokee,Wisconsin,45,39,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Ute,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..American Indian,Wisconsin,115,46,NA,NA,,,,
ALL OTHER LANGUAGES,.Hungarian,.Hungarian,Wisconsin,544,136,155,65,,,,
ALL OTHER LANGUAGES,.Arabic,.Arabic,Wisconsin,6324,951,2400,448,,,,
ALL OTHER LANGUAGES,.Hebrew,.Hebrew,Wisconsin,1077,305,172,156,,,,
ALL OTHER LANGUAGES,.African languages,..Amharic,Wisconsin,390,146,70,49,,,,
ALL OTHER LANGUAGES,.African languages,..Berber,Wisconsin,35,57,NA,NA,,,,
ALL OTHER LANGUAGES,.African languages,..Cushite,Wisconsin,1490,477,715,230,,,,
ALL OTHER LANGUAGES,.African languages,..Sudanic,Wisconsin,115,147,55,52,,,,
ALL OTHER LANGUAGES,.African languages,..Nilotic,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.African languages,..Nilo-Saharan,Wisconsin,15,30,10,17,,,,
ALL OTHER LANGUAGES,.African languages,..Swahili,Wisconsin,515,190,190,167,,,,
ALL OTHER LANGUAGES,.African languages,..Bantu,Wisconsin,185,101,50,49,,,,
ALL OTHER LANGUAGES,.African languages,..Mande,Wisconsin,450,227,105,72,,,,
ALL OTHER LANGUAGES,.African languages,..Fulani,Wisconsin,165,124,85,105,,,,
ALL OTHER LANGUAGES,.African languages,"..Kru, Ibo, Yoruba",Wisconsin,1920,495,385,142,,,,
ALL OTHER LANGUAGES,.African languages,..Efik,Wisconsin,90,94,NA,NA,,,,
ALL OTHER LANGUAGES,.African languages,..African,Wisconsin,35,40,35,40,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Finnish,Wisconsin,640,143,140,66,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Estonian,Wisconsin,85,63,35,32,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Caucasian,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Syriac,Wisconsin,40,32,20,22,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Mayan languages,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Oto - Manguen,Wisconsin,55,65,35,38,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Arawakian,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Chibchan,Wisconsin,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Uncodable,Wisconsin,135,67,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.English,..English,Wyoming,494556,1587,NA,NA,,,,
SPANISH AND SPANISH CREOLE,.Spanish,..Spanish,Wyoming,25530,1273,8200,833,,,,
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..French,Wyoming,1000,220,70,48,,,,
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Patois,Wyoming,15,24,15,24,,,,
OTHER INDO-EUROPEAN LANGUAGES,.French Creole,.French Creole,Wyoming,3,6,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Italian,.Italian,Wyoming,256,97,84,64,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Portuguese,Wyoming,505,272,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.German (incl. Luxembourgian),..German,Wyoming,1635,276,225,92,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Pennsylvania Dutch,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Dutch,Wyoming,70,56,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Afrikaans,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Swedish,Wyoming,45,46,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Danish,Wyoming,50,31,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Norwegian,Wyoming,45,43,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Icelandic,Wyoming,55,54,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Greek,.Greek,Wyoming,267,123,82,69,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Russian,.Russian,Wyoming,344,189,48,35,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Polish,.Polish,Wyoming,106,65,14,23,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbocroatian,Wyoming,15,17,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Croatian,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbian,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Ukrainian,Wyoming,25,28,20,20,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Czech,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovak,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bulgarian,Wyoming,110,97,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovene,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Persian,.Persian,Wyoming,126,87,35,33,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Hindi,.Hindi,Wyoming,29,53,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Gujarati,.Gujarati,Wyoming,42,66,42,66,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Urdu,.Urdu,Wyoming,84,79,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..India n.e.c.3,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bengali,Wyoming,35,32,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Panjabi,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Marathi,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Nepali,Wyoming,90,88,55,57,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Romany,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Jamaican Creole,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pidgin,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Romanian,Wyoming,185,166,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Irish Gaelic,Wyoming,20,23,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Albanian,Wyoming,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Latvian,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Chinese,Wyoming,420,161,200,89,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Cantonese,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Mandarin,Wyoming,280,263,185,232,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Formosan,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Japanese,.Japanese,Wyoming,231,96,52,43,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Korean,.Korean,Wyoming,343,166,152,95,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Hmong,.Hmong,Wyoming,30,45,30,45,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Thai,.Thai,Wyoming,161,128,6,11,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Laotian,.Laotian,Wyoming,2,4,2,4,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Vietnamese,.Vietnamese,Wyoming,160,146,57,82,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kazakh,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Turkish,Wyoming,70,64,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Turkmen,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Telugu,Wyoming,50,71,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kannada,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tamil,Wyoming,70,71,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Munda,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tibetan,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Burmese,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Tagalog,.Tagalog,Wyoming,624,207,216,109,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Indonesian,Wyoming,140,121,55,57,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Bisayan,Wyoming,10,10,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Sebuano,Wyoming,85,108,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Chamorro,Wyoming,20,31,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Ponapean,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Melanesian,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Polynesian,Wyoming,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Samoan,Wyoming,10,14,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Tongan,Wyoming,10,15,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Fijian,Wyoming,10,8,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Hawaiian,Wyoming,50,90,NA,NA,,,,
ALL OTHER LANGUAGES,.Navajo,.Navajo,Wyoming,162,121,18,24,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Aleut,Wyoming,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Arapaho,Wyoming,795,196,15,12,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Blackfoot,Wyoming,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Cheyenne,Wyoming,10,15,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Cree,Wyoming,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Ojibwa,Wyoming,25,22,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Salish,Wyoming,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Apache,Wyoming,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Crow,Wyoming,25,19,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Dakota,Wyoming,15,13,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Osage,Wyoming,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Seneca,Wyoming,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Cherokee,Wyoming,25,33,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Comanche,Wyoming,15,25,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Northern Paiute,Wyoming,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Shoshoni,Wyoming,415,142,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Tewa,Wyoming,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..Towa,Wyoming,NA,NA,NA,NA,,,,
ALL OTHER LANGUAGES,.Other Native North American languages,..American Indian,Wyoming,60,73,NA,NA,,,,
ALL OTHER LANGUAGES,.Hungarian,.Hungarian,Wyoming,76,66,9,15,,,,
ALL OTHER LANGUAGES,.Arabic,.Arabic,Wyoming,116,100,10,17,,,,
ALL OTHER LANGUAGES,.Hebrew,.Hebrew,Wyoming,29,38,6,8,,,,
ALL OTHER LANGUAGES,.African languages,..Amharic,Wyoming,65,58,40,36,,,,
ALL OTHER LANGUAGES,.African languages,..Swahili,Wyoming,65,68,NA,NA,,,,
ALL OTHER LANGUAGES,.African languages,..Bantu,Wyoming,75,146,NA,NA,,,,
ALL OTHER LANGUAGES,.African languages,"..Kru, Ibo, Yoruba",Wyoming,115,81,50,52,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Finnish,Wyoming,20,16,NA,NA,,,,
ALL OTHER LANGUAGES,.Other and unspecified languages,..Uncodable,Wyoming,60,45,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.English,..English,Puerto Rico,171709,3519,NA,NA,,,,
SPANISH AND SPANISH CREOLE,.Spanish,..Spanish,Puerto Rico,3291955,3671,2772730,6786,,,,
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..French,Puerto Rico,1015,257,300,124,,,,
OTHER INDO-EUROPEAN LANGUAGES,.French Creole,.French Creole,Puerto Rico,43,49,23,37,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Italian,.Italian,Puerto Rico,388,106,142,67,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Portuguese,Puerto Rico,505,158,225,104,,,,
OTHER INDO-EUROPEAN LANGUAGES,.German (incl. Luxembourgian),..German,Puerto Rico,390,149,125,88,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Dutch,Puerto Rico,40,42,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Greek,.Greek,Puerto Rico,55,67,9,13,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Russian,.Russian,Puerto Rico,71,106,5,7,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Polish,.Polish,Puerto Rico,43,60,7,12,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Ukrainian,Puerto Rico,40,50,40,50,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bulgarian,Puerto Rico,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Persian,.Persian,Puerto Rico,14,16,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Hindi,.Hindi,Puerto Rico,111,86,68,68,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Urdu,.Urdu,Puerto Rico,12,19,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bengali,Puerto Rico,NA,NA,NA,NA,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Nepali,Puerto Rico,15,17,15,17,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Catalonian,Puerto Rico,75,65,55,45,,,,
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Romanian,Puerto Rico,NA,NA,NA,NA,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Chinese,Puerto Rico,1055,526,1015,520,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Cantonese,Puerto Rico,145,134,120,125,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Mandarin,Puerto Rico,65,70,60,68,,,,
